Package Name,Class Name,Method Name,Parameter Types,Cyclomatic Complexity
org.apache.commons.collections4,TransformerUtilsTest,testStringValueTransformer,"No parameters",1
org.apache.commons.collections4.set,TestSortedSetSubSet,getSubSet,"SortedSet<E>",2
org.apache.commons.collections4.bidimap,UnmodifiableOrderedBidiMap,unmodifiableOrderedBidiMap,"OrderedBidiMap<? extends K,? extends V>",2
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testEntriesCollectionIterator,"No parameters",4
org.apache.commons.collections4.comparators,AbstractComparatorTest,testEmptyListSort,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testTransformingCollectionNullTransformer,"No parameters",1
org.apache.commons.collections4.map,Builder,softValues,"No parameters",1
org.apache.commons.collections4,MapUtils,getLongValue,"Map<? super K,?>, K, long",1
org.apache.commons.collections4.iterators,LazyIteratorChainTest,testEmptyChain,"No parameters",1
org.apache.commons.collections4,CollectionUtils,forAllDo,"Iterator<T>, C",2
org.apache.commons.collections4,FactoryUtilsTest,testInstantiateFactoryNoConstructor,"No parameters",1
org.apache.commons.collections4,SetUtilsTest,testNewIdentityHashSet,"No parameters",1
org.apache.commons.collections4.collection,AbstractCollectionTest,testUnsupportedAdd,"No parameters",2
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterExtractorTest,getTestShape,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testGetFromMapIndexOutOfRange,"No parameters",1
org.apache.commons.collections4.iterators,CollatingIterator,getComparator,"No parameters",1
org.apache.commons.collections4.list,AVLNode,insertOnLeft,"int, E",3
org.apache.commons.collections4.map,FixedSizeMap,fixedSizeMap,"Map<K,V>",1
org.apache.commons.collections4,CollectionUtils,containsAny,"Collection<?>, T",6
org.apache.commons.collections4.bloomfilter,LayeredBloomFilter,createFilter,"IndexExtractor",1
org.apache.commons.collections4,PredicateUtilsTest,testOnePredicateEx6,"No parameters",1
org.apache.commons.collections4,ListUtilsTest,testDefaultIfNull,"No parameters",1
org.apache.commons.collections4.functors,AllPredicateTest,testTrueAndFalseCombined,"No parameters",1
org.apache.commons.collections4.trie,KeyAnalyzer,isEqualBitKey,"int",1
org.apache.commons.collections4,ArrayStack,push,"E",1
org.apache.commons.collections4.map,AbstractSortedMapTest,bulkTestTailMap,"No parameters",1
org.apache.commons.collections4.bloomfilter,CountingPredicate,processRemaining,"No parameters",2
org.apache.commons.collections4.trie,AbstractPatriciaTrie,selectR,"TrieEntry<K,V>, int, K, int, Reference<Map.Entry<K,V>>",6
org.apache.commons.collections4,MapUtils,iterableSortedMap,"SortedMap<K,V>",1
org.apache.commons.collections4.bloomfilter,LayerManagerTest,testOnMaxSizeIllegalValues,"No parameters",1
org.apache.commons.collections4.comparators,ComparatorChain,setReverseSort,"int",1
org.apache.commons.collections4.map,Segment,setTable,"HashEntry<K,V>[]",1
org.apache.commons.collections4.map,AbstractHashedMap,reuseEntry,"HashEntry<K,V>, int, int, K, V",1
org.apache.commons.collections4,IteratorUtilsTest,testChainedIterator,"No parameters",1
org.apache.commons.collections4.iterators,FilterIteratorTest,testSetIterator,"No parameters",1
org.apache.commons.collections4.map,AbstractHashedMap,removeEntry,"HashEntry<K,V>, int, HashEntry<K,V>",2
org.apache.commons.collections4.list,AbstractListTest,testEmptyListCompatibility,"No parameters",2
org.apache.commons.collections4,QueueUtilsTest,testTransformedQueue,"No parameters",1
org.apache.commons.collections4.list,FixedSizeList,unsupportedOperationException,"No parameters",1
org.apache.commons.collections4.iterators,Tree,addBranch,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testMapRemove,"No parameters",5
org.apache.commons.collections4.list,AbstractListTest,testListSetByIndexBoundsChecking,"No parameters",2
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMapTest,testRemoveMappingException,"No parameters",1
org.apache.commons.collections4.list,NodeCachingLinkedList,setMaximumCacheSize,"int",1
org.apache.commons.collections4.functors,InstantiateFactory,findConstructor,"No parameters",2
org.apache.commons.collections4,PredicateUtilsTest,testOnePredicateEx1,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testOnePredicateEx4,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testOnePredicateEx5,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testOnePredicateEx2,"No parameters",1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,unmodifiableMultiSet,"MultiSet<? extends E>",2
org.apache.commons.collections4.iterators,ObjectArrayIterator,getEndIndex,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testOnePredicateEx3,"No parameters",1
org.apache.commons.collections4,WrappedPut,get,"Object",1
org.apache.commons.collections4,SplitMapUtilsTest,attemptPutOperation,"Runnable",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testAsMapRemove,"No parameters",2
org.apache.commons.collections4.bloomfilter,SimpleBloomFilter,copy,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testSingletonListIterator,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIsProperSubCollection,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testRemoveViaValuesRemove,"No parameters",3
org.apache.commons.collections4.iterators,EmptyMapIterator,emptyMapIterator,"No parameters",1
org.apache.commons.collections4.trie,RangeEntryMap,isFromInclusive,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayeredBloomFilterTest,testExpiration,"No parameters",4
org.apache.commons.collections4.list,CursorableLinkedListTest,testSubListAddEnd,"No parameters",1
org.apache.commons.collections4.multiset,UniqueSet,containsAll,"Collection<?>",1
org.apache.commons.collections4,PredicateUtilsTest,testNeitherPredicate,"No parameters",1
org.apache.commons.collections4.multimap,TransformedMultiValuedMapTest,testFactory_Decorate,"No parameters",1
org.apache.commons.collections4,FluentIterable,filter,"Predicate<? super E>",1
org.apache.commons.collections4.list,SetUniqueListTest,testCollectionAddAll,"No parameters",3
org.apache.commons.collections4,MockTestCase,expect,"T",1
org.apache.commons.collections4.map,LRUMapTest,testCtors,"No parameters",1
org.apache.commons.collections4.queue,CircularFifoQueue,decrement,"int",2
org.apache.commons.collections4.properties,EmptyProperties,elements,"No parameters",1
org.apache.commons.collections4,ArrayStackTest,testNewStack,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractBitMapExtractorTest,testForEachBitMapPair,"No parameters",3
org.apache.commons.collections4.map,PassiveExpiringMap,removeAllExpired,"long",3
org.apache.commons.collections4.comparators,FixedOrderComparatorTest,testLock,"No parameters",1
org.apache.commons.collections4.functors,PrototypeCloneFactory,findCloneMethod,"No parameters",2
org.apache.commons.collections4,MapUtilsTest,testToProperties,"No parameters",1
org.apache.commons.collections4.iterators,CollatingIterator,getIterators,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,testListAddByIndexBoundsChecking2,"No parameters",2
org.apache.commons.collections4.map,AbstractMapTest,testKeySetIteratorRemoveChangesMap,"No parameters",3
org.apache.commons.collections4.sequence,Snake,getStart,"No parameters",1
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionContains,"No parameters",5
org.apache.commons.collections4.comparators,BooleanComparatorTest,falseFirstTests,"BooleanComparator",1
org.apache.commons.collections4,MapUtils,getInteger,"Map<? super K,?>, K, Integer",1
org.apache.commons.collections4.trie,RangeEntryMap,isToInclusive,"No parameters",1
org.apache.commons.collections4.iterators,ArrayIterator2Test,testIndexedArray,"No parameters",4
org.apache.commons.collections4.properties,AbstractPropertiesFactory,toPropertyFormat,"String",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,testReplaceAll,"No parameters",1
org.apache.commons.collections4.iterators,EnumerationIterator,setEnumeration,"Enumeration<? extends E>",1
org.apache.commons.collections4,MultiSetUtilsTest,testSynchronizedMultiSet,"No parameters",1
org.apache.commons.collections4.bloomfilter,IndexFilter,create,"Shape, IntPredicate",1
org.apache.commons.collections4.functors,CatchAndRethrowClosureTest,testThrowingClosure,"No parameters",1
org.apache.commons.collections4.bloomfilter,SparseBloomFilterTest,testBitMapExtractorEdgeCases,"No parameters",3
org.apache.commons.collections4.bloomfilter,AbstractBitMapExtractorTest,testForEachBitMap,"No parameters",2
org.apache.commons.collections4,ArrayUtilsTest,testContains_LANG_1261,"No parameters",1
org.apache.commons.collections4.list,SetUniqueList,setUniqueList,"List<E>",2
org.apache.commons.collections4.functors,CatchAndRethrowClosure,executeAndThrow,"T",1
org.apache.commons.collections4.iterators,IteratorChain,checkLocked,"No parameters",2
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testKeysBagIterator1,"No parameters",2
org.apache.commons.collections4.bloomfilter,EnhancedDoubleHasher,toLong,"byte[], int, int",2
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,writeObject,"ObjectOutputStream",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testKeysBagIterator2,"No parameters",2
org.apache.commons.collections4.list,CursorableLinkedListTest,testInternalState_CursorNextNextSetByIterator,"No parameters",1
org.apache.commons.collections4,AbstractLinkedListTest,testLinkedListAddLast,"No parameters",2
org.apache.commons.collections4,CollectionUtilsTest,testIntersection,"No parameters",1
org.apache.commons.collections4,MockTestCase,replay,"No parameters",2
org.apache.commons.collections4.map,MultiKeyMap,checkKey,"MultiKey<?>",1
org.apache.commons.collections4.keyvalue,MultiKeyTest,testGetKeysSimpleConstructor,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIsEmptyWithNonEmptyCollection,"No parameters",1
org.apache.commons.collections4.map,Builder,softKeys,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testNullIsTruePredicate,"No parameters",1
org.apache.commons.collections4.properties,OrderedPropertiesTest,testLoadOrderedKeysReverse,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testGetCardinalityMap,"No parameters",1
org.apache.commons.collections4.trie,AbstractBitwiseTrie,castKey,"Object",1
org.apache.commons.collections4.multimap,TransformedMultiValuedMapTest,testValueTransformedMap,"No parameters",2
org.apache.commons.collections4.map,AbstractMapTest,testEntrySetContains3,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,bulkTestListIterator,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testEntrySetContains2,"No parameters",1
org.apache.commons.collections4,TransformerUtils,cloneTransformer,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testEntrySetContains1,"No parameters",1
org.apache.commons.collections4,FactoryUtilsTest,testInstantiateFactoryNull,"No parameters",1
org.apache.commons.collections4,CollectionUtils,transformingCollection,"Collection<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4,PredicateUtils,nullIsTruePredicate,"Predicate<? super T>",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterTest,testIsFull,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,bulkTestMapValues,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterTest,assertFailedIndexExtractorConstructor,"Shape, int[]",1
org.apache.commons.collections4.list,AVLNode,getOffset,"AVLNode<E>",2
org.apache.commons.collections4,CollectionUtilsTest,testRemoveCountWrongCount,"No parameters",1
org.apache.commons.collections4.multimap,ArrayListValuedHashMapTest,testListValuedMapAddViaListIterator,"No parameters",1
org.apache.commons.collections4.bloomfilter,ShapeTest,testIsSparse,"No parameters",3
org.apache.commons.collections4.bidimap,Node,isLeftChild,"DataElement",1
org.apache.commons.collections4.list,CursorableLinkedList,registerCursor,"Cursor<E>",1
org.apache.commons.collections4.bloomfilter,BloomFilterExtractor,processBloomFilterPair,"BloomFilterExtractor, BiPredicate<BloomFilter,BloomFilter>",1
org.apache.commons.collections4.functors,PrototypeFactory,prototypeFactory,"T",5
org.apache.commons.collections4.map,Segment,applyIfPresent,"K, int, BiFunction<? super K,? super V,? extends V>",3
org.apache.commons.collections4.list,CursorableLinkedListTest,testInternalState_CursorNextNextPreviousAddIndex1ByList,"No parameters",1
org.apache.commons.collections4.iterators,UnmodifiableMapIteratorTest,testMapIterator,"No parameters",1
org.apache.commons.collections4.multiset,AbstractMultiSetTest,testMultiSetAdd,"No parameters",2
org.apache.commons.collections4.list,GrowthListTest,testGrowthList,"No parameters",1
org.apache.commons.collections4.trie,PrefixRangeMap,inRange2,"K",1
org.apache.commons.collections4.iterators,ZippingIteratorTest,testIterateOddEven,"No parameters",3
org.apache.commons.collections4.list,LazyListTest,testElementCreationWithTransformer,"No parameters",1
org.apache.commons.collections4.iterators,UnmodifiableIterator,unmodifiableIterator,"Iterator<? extends E>",2
org.apache.commons.collections4,ComparatorUtils,transformedComparator,"Comparator<O>, Transformer<? super I,? extends O>",2
org.apache.commons.collections4.set,SetMutator,resolveCollision,"CompositeSet<E>, Set<E>, Set<E>, Collection<E>",1
org.apache.commons.collections4,MapUtils,getShort,"Map<? super K,?>, K, Short",1
org.apache.commons.collections4.iterators,ObjectArrayIteratorTest,supportsRemove,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testSerializationWithOpenCursor,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testDuplicateListNoDuplicates,"No parameters",1
org.apache.commons.collections4.bloomfilter,SimpleBloomFilter,cardinality,"No parameters",2
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testMultipleValues,"No parameters",3
org.apache.commons.collections4,TransformerUtils,exceptionTransformer,"No parameters",1
org.apache.commons.collections4.map,AbstractHashedMap,entryHashCode,"HashEntry<K,V>",1
org.apache.commons.collections4.iterators,AbstractOrderedMapIteratorTest,testMapIteratorOrder,"No parameters",4
org.apache.commons.collections4.comparators,AbstractComparatorTest,reverseObjects,"List<?>",1
